N,Identifier,dist(asec),prob. member,link ref,Mag U,Mag B,Mag V,Mag R,"#ref 
1850 - 2019"
8863,[DMM2009] J004230.42+410832.4,481.53,0,2009ApJ...703..441D,,18.38,17.79,,1
8864,[DMM2009] J004230.60+403207.9,2644.54,0,2009ApJ...703..441D,,18.28,17.76,,1
8866,[DMM2009] J004231.09+403342.0,2550.23,0,2009ApJ...703..441D,,18.31,17.57,,1
8867,[DMM2009] J004231.18+403804.4,2288.19,0,2009ApJ...703..441D,,17.15,16.49,,1
8868,[DMM2009] J004231.30+403216.9,2635.05,0,2009ApJ...703..441D,,18.8,18.25,,1
8869,[DMM2009] J004231.44+412431.4,524.48,0,2009ApJ...703..441D,,17.02,16.33,,1
8870,[DMM2009] J004231.53+413404.7,1086.73,0,2009ApJ...703..441D,,18.37,17.16,,1
8871,[DMM2009] J004231.84+412039.9,306.5,75,2009ApJ...703..441D,19.2,18.99,18.44,18.1,2
8872,[DMM2009] J004231.84+412039.9,306.5,100,2016ApJ...825...50G,19.2,18.99,18.44,18.1,2
8873,[DMM2009] J004232.43+403316.5,2574.9,0,2009ApJ...703..441D,,18.14,17.47,,1
8874,[DMM2009] J004232.66+410948.7,401.12,0,2009ApJ...703..441D,,18.68,17.79,,1
8875,[DMM2009] J004232.88+403445.2,2485.98,0,2009ApJ...703..441D,,17.51,16.71,,1
8878,[DMM2009] J004233.03+405326.2,1367.51,0,2009ApJ...703..441D,,17.76,17.1,,1
8881,[DMM2009] J004234.09+410514.6,663.17,0,2009ApJ...703..441D,,17.12,16.26,,1
8882,[DMM2009] J004234.31+410752.2,508.12,0,2009ApJ...703..441D,,18.99,17.84,,1
8883,[DMM2009] J004234.43+404439.7,1891.31,0,2009ApJ...703..441D,,18.82,17.76,,1
8884,[DMM2009] J004234.78+404334.8,1955.85,0,2009ApJ...703..441D,,18.07,16.8,,1
8885,[DMM2009] J004235.59+412656.3,656.09,0,2009ApJ...703..441D,,18.11,17.42,,1
8886,[DMM2009] J004235.64+410411.3,723.01,0,2009ApJ...703..441D,,17.34,16.66,,1
8887,[DMM2009] J004235.67+412658.0,657.63,0,2009ApJ...703..441D,,17.88,17.22,,1
8888,[DMM2009] J004235.85+412256.5,420.05,0,2009ApJ...703..441D,,17.89,17.2,,1
8889,[DMM2009] J004235.91+413050.6,888.02,75,2009ApJ...703..441D,18.3,18.27,17.8,17.5,2
8890,[DMM2009] J004235.91+413050.6,888.02,100,2016ApJ...825...50G,18.3,18.27,17.8,17.5,2
8891,[DMM2009] J004236.06+405106.0,1504.7,0,2009ApJ...703..441D,,18.63,17.87,,1
8892,[DMM2009] J004236.18+405112.4,1498.23,0,2009ApJ...703..441D,,17.98,17.08,,1
8893,[DMM2009] J004236.19+412532.2,572.15,0,2009ApJ...703..441D,,19.07,18.23,,1
8894,[DMM2009] J004236.22+404932.0,1598.31,0,2009ApJ...703..441D,,16.66,15.86,,1
8895,[DMM2009] J004236.56+404502.4,1867.36,0,2009ApJ...703..441D,,17.06,16.3,,1
8897,[DMM2009] J004236.73+404842.7,1647.16,0,2009ApJ...703..441D,,18.28,17.16,,1
8898,[DMM2009] J004236.76+403716.9,2332.42,0,2009ApJ...703..441D,,17.8,17.12,,1
8899,[DMM2009] J004236.85+412240.3,401.82,0,2009ApJ...703..441D,,18.52,17.87,,1
8900,[DMM2009] J004236.99+404444.9,1884.68,0,2009ApJ...703..441D,,17.48,16.91,,1
8901,[DMM2009] J004237.08+410113.5,897.85,0,2009ApJ...703..441D,,17.51,16.69,,1
8902,[DMM2009] J004237.26+412807.9,723.73,0,2009ApJ...703..441D,,18.56,17.74,,1
8903,[DMM2009] J004237.27+404158.8,2050.39,0,2009ApJ...703..441D,,17.12,16.28,,1
8904,[DMM2009] J004237.40+413616.3,1211.26,0,2009ApJ...703..441D,,18.36,17.65,,1
8905,[DMM2009] J004238.07+410811.3,481.51,0,2009ApJ...703..441D,,17.74,16.86,,1
8906,[DMM2009] J004238.16+410329.1,761.63,0,2009ApJ...703..441D,,18.48,17.71,,1
8907,[DMM2009] J004238.65+413907.4,1381.26,0,2009ApJ...703..441D,,17.17,16.47,,1
8908,[DMM2009] J004238.90+414948.2,2021.27,0,2009ApJ...703..441D,,18.97,18.4,,1
8909,[DMM2009] J004239.40+404137.6,2070.77,0,2009ApJ...703..441D,,17.78,17.21,,1
8910,[DMM2009] J004239.42+404151.7,2056.67,0,2009ApJ...703..441D,,17.27,16.32,,1
8911,[DMM2009] J004239.72+403748.3,2299.98,0,2009ApJ...703..441D,,17.51,16.63,,1
8912,[DMM2009] J004239.75+404310.9,1977.47,0,2009ApJ...703..441D,,18.62,17.45,,1
8913,[DMM2009] J004240.07+403540.2,2428.15,0,2009ApJ...703..441D,,16.9,16.21,,1
8914,[DMM2009] J004240.14+412501.3,535.79,0,2009ApJ...703..441D,,19.19,18.44,,1
8915,[DMM2009] J004240.21+412051.5,287.68,0,2009ApJ...703..441D,,16.41,15.48,,1
8918,[DMM2009] J004240.36+403810.2,2277.92,0,2009ApJ...703..441D,,18.39,17.17,,1
8919,[DMM2009] J004240.46+404258.9,1989.3,0,2009ApJ...703..441D,,19.2,18.13,,1
8920,[DMM2009] J004240.47+413935.8,1408.85,0,2009ApJ...703..441D,,18.35,17.17,,1
8921,[DMM2009] J004240.67+413241.3,994.56,0,2009ApJ...703..441D,,18.04,17.25,,1
8922,[DMM2009] J004240.70+414703.8,1856.46,0,2009ApJ...703..441D,,16.65,16,,1
8923,[DMM2009] J004240.78+410624.6,584.31,0,2009ApJ...703..441D,,17.57,16.56,,1
8924,[DMM2009] J004240.85+410112.6,895.9,0,2009ApJ...703..441D,,18.64,17.43,,1
8925,[DMM2009] J004240.86+403437.0,2491.16,0,2009ApJ...703..441D,,18.74,17.68,,1
8926,[DMM2009] J004241.09+414715.4,1867.88,0,2009ApJ...703..441D,,17.07,16.14,,1
8927,[DMM2009] J004241.20+414922.2,1994.66,0,2009ApJ...703..441D,,18.24,17.28,,1
8928,[DMM2009] J004241.77+404805.1,1683.01,0,2009ApJ...703..441D,,17.55,16.56,,1
8929,[DMM2009] J004242.08+414709.0,1861.39,0,2009ApJ...703..441D,,17.88,17.27,,1
8930,[DMM2009] J004242.21+413252.2,1004.96,0,2009ApJ...703..441D,,18.85,17.76,,1
8931,[DMM2009] J004242.37+404235.9,2011.96,0,2009ApJ...703..441D,,19.21,18.4,,1
8932,[DMM2009] J004242.84+403818.4,2269.4,0,2009ApJ...703..441D,,18.66,18.16,,1
8935,[DMM2009] J004243.73+410214.6,832.93,0,2009ApJ...703..441D,,19.33,18.09,,1
8936,[DMM2009] J004243.82+414937.8,2009.94,0,2009ApJ...703..441D,,18.01,17.38,,1
8937,[DMM2009] J004244.18+413907.2,1379.66,0,2009ApJ...703..441D,,18.05,17.29,,1
8938,[DMM2009] J004244.29+415131.9,2124.05,0,2009ApJ...703..441D,,18.16,17.31,,1
8939,[DMM2009] J004244.30+405139.1,1468.65,0,2009ApJ...703..441D,,19.14,18.17,,1
8940,[DMM2009] J004244.52+415254.3,2206.63,0,2009ApJ...703..441D,,17.07,16.21,,1
8941,[DMM2009] J004244.80+414431.6,1703.88,0,2009ApJ...703..441D,,18.13,17.54,,1
8942,[DMM2009] J004244.85+413034.1,866.59,0,2009ApJ...703..441D,,18.98,18.2,,1
8943,[DMM2009] J004245.07+414535.1,1767.26,0,2009ApJ...703..441D,,18.14,17.44,,1
8944,[DMM2009] J004245.15+404553.6,1814.15,0,2009ApJ...703..441D,,18.54,17.6,,1
8945,[DMM2009] J004245.41+412123.4,315.99,0,2009ApJ...703..441D,,18.65,17.95,,1
8946,[DMM2009] J004245.78+410244.2,803.51,0,2009ApJ...703..441D,,18.28,17.71,,1
8947,[DMM2009] J004245.80+404930.4,1597.3,0,2009ApJ...703..441D,,17.45,16.77,,1
8948,[DMM2009] J004245.80+410253.0,794.79,0,2009ApJ...703..441D,,18.68,18.09,,1
8949,[DMM2009] J004245.92+410708.8,539.06,0,2009ApJ...703..441D,,18.28,17.57,,1
8952,[DMM2009] J004246.02+405343.9,1344.03,0,2009ApJ...703..441D,,19.1,18.15,,1
8953,[DMM2009] J004246.03+410316.7,771.11,0,2009ApJ...703..441D,,18.8,17.59,,1
8954,[DMM2009] J004246.18+413455.0,1127.48,0,2009ApJ...703..441D,,15.65,15.11,,1
8955,[DMM2009] J004246.35+413500.7,1133.35,0,2009ApJ...703..441D,,18.57,17.7,,1
8956,[DMM2009] J004246.71+415239.6,2191.45,0,2009ApJ...703..441D,,19.06,18.36,,1
8957,[DMM2009] J004246.72+404444.5,1883.29,0,2009ApJ...703..441D,,18.42,17.81,,1
8958,[DMM2009] J004246.81+404601.2,1806.79,0,2009ApJ...703..441D,,17.1,16.36,,1
8961,[DMM2009] J004247.30+414451.0,1723.6,75,2009ApJ...703..441D,17.1,16.88,16.41,16,4
8962,[DMM2009] J004247.30+414451.0,1723.6,100,2014ApJ...790...48H,17.1,16.88,16.41,16,4
8963,[DMM2009] J004247.30+414451.0,1723.6,100,2016ApJ...825...50G,17.1,16.88,16.41,16,4
8964,[DMM2009] J004247.31+414348.6,1661.34,0,2009ApJ...703..441D,,18.9,17.93,,1
8965,[DMM2009] J004247.49+415132.7,2125.18,0,2009ApJ...703..441D,,18.48,17.93,,1
8966,[DMM2009] J004247.65+410358.2,730.38,0,2009ApJ...703..441D,,17.57,16.91,,1
8967,[DMM2009] J004247.88+404456.1,1872.13,0,2009ApJ...703..441D,,18.5,17.42,,1
8970,[DMM2009] J004248.28+414626.3,1819.03,0,2009ApJ...703..441D,,19.1,18.15,,1
8971,[DMM2009] J004248.34+410609.5,599.77,0,2009ApJ...703..441D,,17.26,16.39,,1
8972,[DMM2009] J004248.36+404352.4,1935.9,0,2009ApJ...703..441D,,17.57,16.86,,1
8973,[DMM2009] J004248.88+404839.8,1648.84,0,2009ApJ...703..441D,,18.32,17.76,,1
8974,[DMM2009] J004248.88+414723.4,1876.23,0,2009ApJ...703..441D,,17.99,17.22,,1
8975,[DMM2009] J004249.05+403656.5,2351.93,0,2009ApJ...703..441D,,17.93,17.04,,1
8976,[DMM2009] J004249.08+410117.8,891.43,0,2009ApJ...703..441D,,18.64,17.35,,1
8977,[DMM2009] J004249.41+414218.1,1571.55,0,2009ApJ...703..441D,,19.56,18.48,,1
8979,[DMM2009] J004249.52+414024.8,1458.35,0,2009ApJ...703..441D,,18.59,18.02,,1
8978,[DMM2009] J004249.52+414809.8,1922.79,0,2009ApJ...703..441D,,16.64,15.85,,1
8980,[DMM2009] J004249.87+404536.8,1832.05,0,2009ApJ...703..441D,,18.66,17.78,,1
8981,[DMM2009] J004249.96+404926.3,1602.83,0,2009ApJ...703..441D,,18.24,17.48,,1
8982,[DMM2009] J004250.49+405407.5,1322.06,0,2009ApJ...703..441D,,17.99,17.01,,1
8985,[DMM2009] J004251.09+410211.2,839.83,0,2009ApJ...703..441D,,18.54,17.58,,1
8987,[DMM2009] J004251.60+404322.6,1966.91,0,2009ApJ...703..441D,,17.34,16.57,,1
8986,[DMM2009] J004251.60+410402.8,729.38,0,2009ApJ...703..441D,,17.6,16.29,,1
8990,[DMM2009] J004251.94+414833.3,1947.43,0,2009ApJ...703..441D,,17.14,16.43,,1
8991,[DMM2009] J004252.20+412431.9,512.13,0,2009ApJ...703..441D,,18.06,17.41,,1
8992,[DMM2009] J004252.51+413341.8,1058.19,0,2009ApJ...703..441D,,17.48,16.82,,1
8993,[DMM2009] J004252.66+405142.7,1467.93,0,2009ApJ...703..441D,,19.04,18.07,,1
8994,[DMM2009] J004252.85+404132.5,2077.43,0,2009ApJ...703..441D,,18.78,17.86,,1
8995,[DMM2009] J004252.93+410117.8,895.09,0,2009ApJ...703..441D,,18.72,18.07,,1
8996,[DMM2009] J004253.16+410755.9,501.66,0,2009ApJ...703..441D,,17.42,16.64,,1
8997,[DMM2009] J004253.28+404425.5,1904.91,0,2009ApJ...703..441D,,19.17,18.11,,1
8998,[DMM2009] J004253.43+405730.9,1121.48,0,2009ApJ...703..441D,,18.38,17.46,,1
8999,[DMM2009] J004253.66+412627.4,628.61,0,2009ApJ...703..441D,,19.2,18.19,,1
9000,[DMM2009] J004253.83+413124.8,923.42,0,2009ApJ...703..441D,,17.69,16.66,,1
9001,[DMM2009] J004254.00+412616.3,618.33,0,2009ApJ...703..441D,,19.33,18.19,,1
9002,[DMM2009] J004254.03+404446.8,1884.22,0,2009ApJ...703..441D,,18.01,17.33,,1
9003,[DMM2009] J004254.26+413449.1,1127,0,2009ApJ...703..441D,,17.14,16.53,,1
9004,[DMM2009] J004254.28+403518.2,2452.33,0,2009ApJ...703..441D,,18.35,17.3,,1
9005,[DMM2009] J004254.36+414633.4,1829.14,0,2009ApJ...703..441D,,17.39,16.52,,1
9006,[DMM2009] J004254.45+412429.5,514.68,0,2009ApJ...703..441D,,18.31,17.36,,1
9007,[DMM2009] J004254.70+403501.7,2469.09,0,2009ApJ...703..441D,,18.04,17.39,,1
9008,[DMM2009] J004254.97+405548.9,1224.67,0,2009ApJ...703..441D,,17.32,16.33,,1
9009,[DMM2009] J004255.00+412845.4,767.1,0,2009ApJ...703..441D,,16.34,15.63,,1
9010,[DMM2009] J004255.09+414759.2,1915.26,0,2009ApJ...703..441D,,16.41,15.66,,1
9011,[DMM2009] J004255.12+405118.0,1494.82,0,2009ApJ...703..441D,,18.55,17.84,,1
9014,[DMM2009] J004255.67+404729.5,1723.18,0,2009ApJ...703..441D,,18.63,17.53,,1
9015,[DMM2009] J004255.82+410015.6,960.82,0,2009ApJ...703..441D,,17.71,16.82,,1
9016,[DMM2009] J004255.89+413731.0,1289.95,0,2009ApJ...703..441D,,16.99,16.52,,1
9017,[DMM2009] J004255.92+414843.7,1960.23,0,2009ApJ...703..441D,,19.58,18.36,,1
9018,[DMM2009] J004255.93+405049.2,1524.07,0,2009ApJ...703..441D,,19.06,18.14,,1
9019,[DMM2009] J004256.08+404726.3,1726.7,0,2009ApJ...703..441D,,17.05,16.3,,1
9020,[DMM2009] J004256.13+414132.1,1530.33,0,2009ApJ...703..441D,,16.47,15.9,,1
9021,[DMM2009] J004256.19+411327.1,208.84,0,2009AJ....137...94C,,18.15,17.07,,6
9022,[DMM2009] J004256.19+411327.1,208.84,0,2009ApJ...703..441D,,18.15,17.07,,6
9023,[DMM2009] J004256.22+403559.6,2412.04,0,2009ApJ...703..441D,,17.38,16.76,,1
9024,[DMM2009] J004256.28+414217.7,1575.88,0,2009ApJ...703..441D,,17.54,16.83,,1
9025,[DMM2009] J004256.38+415106.7,2103.35,0,2009ApJ...703..441D,,19.55,18.3,,1
9026,[DMM2009] J004256.79+404323.1,1969.74,0,2009ApJ...703..441D,,17.5,16.63,,1
9027,[DMM2009] J004256.91+405237.3,1417.65,0,2009ApJ...703..441D,,17.91,17.11,,1
9028,[DMM2009] J004257.05+403541.7,2430.53,0,2009ApJ...703..441D,,17.27,16.49,,1
9030,[DMM2009] J004257.12+403626.8,2385.52,0,2009ApJ...703..441D,,16.81,16.18,,1
9029,[DMM2009] J004257.12+405319.3,1376.1,0,2009ApJ...703..441D,,19.08,18.1,,1
9031,[DMM2009] J004257.19+411311.5,228.01,0,2009AJ....137...94C,,17.73,16.92,,6
9032,[DMM2009] J004257.19+411311.5,228.01,0,2009ApJ...703..441D,,17.73,16.92,,6
9033,[DMM2009] J004257.68+404945.3,1589.68,0,2009ApJ...703..441D,,17.85,16.94,,1
9034,[DMM2009] J004257.73+410357.3,745.78,0,2009ApJ...703..441D,,19.22,18.46,,1
9035,[DMM2009] J004257.82+414005.5,1445.93,0,2009ApJ...703..441D,,15.79,15.31,,1
9036,[DMM2009] J004258.00+405729.2,1129.1,0,2009ApJ...703..441D,,17.02,16.19,,1
9037,[DMM2009] J004258.42+415031.1,2069.43,0,2009ApJ...703..441D,,18.13,17.67,,1
9038,[DMM2009] J004258.65+414703.9,1863.13,0,2009ApJ...703..441D,,17.82,16.52,,1
9040,[DMM2009] J004258.79+403547.3,2426.16,0,2009ApJ...703..441D,,16.8,16.15,,1
9039,[DMM2009] J004258.79+405742.3,1117.41,0,2009ApJ...703..441D,,17.6,16.73,,1
9041,[DMM2009] J004258.87+412407.9,507.46,0,2009ApJ...703..441D,,17.86,16.95,,1
9042,[DMM2009] J004258.89+404831.0,1665.01,0,2009ApJ...703..441D,,17.64,16.75,,1
9043,[DMM2009] J004259.03+405855.0,1045.97,0,2009ApJ...703..441D,,18.26,17.65,,1
9044,[DMM2009] J004259.32+404234.6,2020.26,0,2009ApJ...703..441D,,19.13,18.5,,1
9047,[DMM2009] J004259.65+404932.8,1604.37,0,2009ApJ...703..441D,,18.2,17.42,,1
9048,[DMM2009] J004259.74+404725.1,1731.58,0,2009ApJ...703..441D,,17.98,17.71,,1
9049,[DMM2009] J004259.92+404245.3,2010.18,0,2009ApJ...703..441D,,18.73,18.26,,1
9052,[DMM2009] J004300.16+405412.2,1327.65,0,2009ApJ...703..441D,,17.88,17.21,,1
9053,[DMM2009] J004300.20+410647.4,588.1,0,2009ApJ...703..441D,,17.41,16.82,,1
9054,[DMM2009] J004300.31+403217.1,2637.19,0,2009ApJ...703..441D,,17.19,16.55,,1
9055,[DMM2009] J004300.32+404005.2,2170.21,0,2009ApJ...703..441D,,17.13,16.63,,1
9056,[DMM2009] J004300.48+412821.4,755.89,0,2009ApJ...703..441D,,17.4,16.5,,1
9057,[DMM2009] J004300.75+415100.2,2100.66,0,2009ApJ...703..441D,,18.49,17.87,,1
9058,[DMM2009] J004300.94+404658.9,1759.08,0,2009ApJ...703..441D,,17.96,16.67,,1
9059,[DMM2009] J004301.21+415214.3,2174.94,0,2009ApJ...703..441D,,18.79,18.1,,1
9060,[DMM2009] J004301.34+404608.1,1809.94,0,2009ApJ...703..441D,,17.25,16.69,,1
9061,[DMM2009] J004301.38+413149.9,961.59,0,2009ApJ...703..441D,,16.75,15.85,,1
9062,[DMM2009] J004301.64+413605.8,1213.97,0,2009ApJ...703..441D,,16.14,15.4,,1
9063,[DMM2009] J004301.84+404447.1,1891.11,0,2009ApJ...703..441D,,18.81,18.02,,1
9064,[DMM2009] J004301.86+403315.9,2579.83,0,2009ApJ...703..441D,,17.53,16.69,,1
9067,[DMM2009] J004302.11+414251.4,1616.23,0,2009ApJ...703..441D,,18.95,18.05,,1
9068,[DMM2009] J004302.12+404914.3,1626.01,0,2009ApJ...703..441D,,17.87,17.12,,1
9069,[DMM2009] J004302.34+404432.4,1906.33,0,2009ApJ...703..441D,,18.95,18.27,,1
9070,[DMM2009] J004302.77+414833.8,1957.04,0,2009ApJ...703..441D,,17.88,17.22,,1
9071,[DMM2009] J004302.89+405308.8,1394.84,0,2009ApJ...703..441D,,17.75,17.22,,1
9072,[DMM2009] J004303.05+415148.4,2151.03,0,2009ApJ...703..441D,,16.37,15.8,,1
9073,[DMM2009] J004303.34+415232.8,2195.65,0,2009ApJ...703..441D,,18.73,18.17,,1
9074,[DMM2009] J004303.64+414115.0,1522.89,0,2009ApJ...703..441D,,17.37,16.73,,1
9077,[DMM2009] J004303.83+404535.8,1845.29,0,2009ApJ...703..441D,,17.58,16.62,,1
9078,[DMM2009] J004303.98+404639.4,1782.49,0,2009ApJ...703..441D,,17.22,16.49,,1
9079,[DMM2009] J004304.50+403621.6,2397.21,0,2009ApJ...703..441D,,18.22,17.46,,1
9080,[DMM2009] J004304.64+413628.8,1242.42,0,2009ApJ...703..441D,,16.88,16.28,,1
9083,[DMM2009] J004304.92+414419.3,1707.51,0,2009ApJ...703..441D,,16.29,15.62,,1
9084,[DMM2009] J004305.14+410659.2,596.6,0,2009ApJ...703..441D,,18.91,17.77,,1
9085,[DMM2009] J004305.49+413627.6,1243,0,2009ApJ...703..441D,,17.42,16.81,,1
9086,[DMM2009] J004306.56+413318.6,1060.87,0,2009ApJ...703..441D,,16.16,15.45,,1
9087,[DMM2009] J004306.82+413041.4,909.66,0,2009ApJ...703..441D,,17.91,16.71,,1
9088,[DMM2009] J004306.91+414333.9,1665.79,0,2009ApJ...703..441D,,16.49,15.84,,1
9089,[DMM2009] J004307.93+405859.8,1061.87,0,2009ApJ...703..441D,,18.95,17.62,,1
9090,[DMM2009] J004307.93+413704.7,1284.88,0,2009ApJ...703..441D,,16.69,15.97,,1
9091,[DMM2009] J004308.01+412837.6,795.88,0,2009ApJ...703..441D,,15.99,15.26,,1
9092,[DMM2009] J004308.18+405316.9,1397.19,0,2009ApJ...703..441D,,19.17,18.34,,1
9093,[DMM2009] J004308.89+413245.2,1035.07,0,2009ApJ...703..441D,,17.32,16.65,,1
9094,[DMM2009] J004309.02+405814.4,1108.99,0,2009ApJ...703..441D,,18.11,17.47,,1
9095,[DMM2009] J004309.05+410208.4,884.32,0,2009ApJ...703..441D,,18.5,17.47,,1
9096,[DMM2009] J004309.31+415217.8,2188.25,0,2009ApJ...703..441D,,18.32,17.43,,1
9097,[DMM2009] J004309.39+410948.8,472.68,0,2009ApJ...703..441D,,18.63,17.3,,1
9098,[DMM2009] J004309.55+410345.3,795,0,2009ApJ...703..441D,,17.07,16.01,,1
9099,[DMM2009] J004309.83+405517.8,1282.63,0,2009ApJ...703..441D,,18.88,17.72,,1
9100,[DMM2009] J004309.85+405819.2,1106.73,0,2009ApJ...703..441D,,19.49,18.1,,1
9101,[DMM2009] J004309.96+414237.2,1615.49,0,2009ApJ...703..441D,,16.19,15.5,,1
9102,[DMM2009] J004310.53+415207.7,2180.03,0,2009ApJ...703..441D,,18.39,17.42,,1
9103,[DMM2009] J004310.84+410008.3,1005.02,0,2009ApJ...703..441D,,16.85,16.05,,1
9105,[DMM2009] J004311.80+405519.9,1285.88,0,2009ApJ...703..441D,,18.83,18.18,,1
9106,[DMM2009] J004311.99+405032.2,1567.13,0,2009ApJ...703..441D,,17.47,16.6,,1
9107,[DMM2009] J004312.15+405336.8,1387.17,0,2009ApJ...703..441D,,18.28,16.99,,1
9109,[DMM2009] J004312.27+405343.8,1380.63,0,2009ApJ...703..441D,,16.83,16.1,,1
9110,[DMM2009] J004312.33+413938.4,1445.51,0,2009ApJ...703..441D,,17.54,16.82,,1
9111,[DMM2009] J004312.62+405950.2,1028.33,0,2009ApJ...703..441D,,17.59,16.71,,1
9112,[DMM2009] J004312.92+413715.5,1308.08,0,2009ApJ...703..441D,,19.29,18.03,,1
9113,[DMM2009] J004313.02+414144.9,1570.75,0,2016ApJ...825...50G,,17.6,16.97,,3
9114,[DMM2009] J004313.02+414144.9,1570.75,75,2009ApJ...703..441D,,17.6,16.97,,3
9115,[DMM2009] J004313.27+410257.4,855.14,0,2009ApJ...703..441D,,18.07,17.22,,1
9116,[DMM2009] J004313.46+405853.1,1085.65,0,2009ApJ...703..441D,,17.86,17.11,,1
9117,[DMM2009] J004313.51+413406.4,1127.54,0,2009ApJ...703..441D,,16.45,15.69,,1
9118,[DMM2009] J004313.63+413739.8,1333.52,0,2009ApJ...703..441D,,17.86,17.11,,1
9119,[DMM2009] J004313.81+405603.5,1249.39,0,2009ApJ...703..441D,,18.88,17.78,,1
9120,[DMM2009] J004314.03+410541.2,710.53,0,2009ApJ...703..441D,,18.25,17.21,,1
9123,[DMM2009] J004314.51+413225.3,1034.89,0,2009ApJ...703..441D,,15.74,15.22,,1
9124,[DMM2009] J004314.67+405625.1,1231.22,0,2009ApJ...703..441D,,18.34,17.4,,1
9125,[DMM2009] J004314.71+410114.9,956.43,0,2009ApJ...703..441D,,18.48,17.53,,1
9126,[DMM2009] J004314.95+410658.1,649.26,0,2009ApJ...703..441D,,18.65,17.7,,1
9127,[DMM2009] J004315.22+414810.5,1953.85,0,2009ApJ...703..441D,,18.42,17.47,,1
9128,[DMM2009] J004315.70+405312.2,1420.4,0,2009ApJ...703..441D,,18.5,17.89,,1
9129,[DMM2009] J004315.71+411343.7,381.9,0,2009ApJ...703..441D,,18,17.38,,1
9130,[DMM2009] J004316.04+410445.4,770.52,0,2009ApJ...703..441D,,18.33,17.57,,1
9131,[DMM2009] J004316.08+414923.5,2027.41,0,2009ApJ...703..441D,,15.83,15.22,,1
9132,[DMM2009] J004316.14+410412.1,800.61,0,2009ApJ...703..441D,,17.74,16.76,,1
9133,[DMM2009] J004316.31+411801.0,377.81,0,2009ApJ...703..441D,,17.58,16.43,,1
9134,[DMM2009] J004316.46+415223.7,2205.74,0,2009ApJ...703..441D,,18.08,17.25,,1
9135,[DMM2009] J004316.57+411548.7,363.71,0,2009ApJ...703..441D,,18.6,17.44,,1
9136,[DMM2009] J004316.59+405908.9,1082.01,0,2009ApJ...703..441D,,19.58,18.29,,1
9137,[DMM2009] J004316.71+414916.6,2021.98,0,2009ApJ...703..441D,,16.73,15.69,,1
9138,[DMM2009] J004316.75+404856.0,1672.56,0,2009ApJ...703..441D,,18.83,17.84,,1
9139,[DMM2009] J004316.77+411611.2,365.56,0,2009ApJ...703..441D,,17.79,17.04,,1
9140,[DMM2009] J004316.90+405646.6,1218.02,0,2009ApJ...703..441D,,18.69,17.81,,1
9141,[DMM2009] J004317.01+410558.0,712.56,0,2009ApJ...703..441D,,17.52,16.58,,1
9142,[DMM2009] J004317.11+410749.6,620.49,0,2009ApJ...703..441D,,17.92,17.17,,1
9143,[DMM2009] J004317.17+405136.4,1517.55,0,2009ApJ...703..441D,,17.2,16.24,,1
9144,[DMM2009] J004317.32+410149.1,936.02,0,2009ApJ...703..441D,,18.2,17.47,,1
9145,[DMM2009] J004318.12+411134.2,468.87,0,2009ApJ...703..441D,,17.91,17.09,,1
9146,[DMM2009] J004318.57+415311.1,2256.42,0,2014ApJ...790...48H,,17.32,16.54,,3
9147,[DMM2009] J004318.57+415311.1,2256.42,0,2016ApJ...825...50G,,17.32,16.54,,3
9148,[DMM2009] J004318.57+415311.1,2256.42,75,2009ApJ...703..441D,,17.32,16.54,,3
9149,[DMM2009] J004319.15+410934.3,556.01,0,2009ApJ...703..441D,,18.4,17.66,,1
9150,[DMM2009] J004319.32+414847.0,1998.36,0,2009ApJ...703..441D,,19.14,18.3,,1
9151,[DMM2009] J004319.51+410702.0,674.9,0,2009ApJ...703..441D,,17.7,16.88,,1
9152,[DMM2009] J004319.56+405039.2,1579.71,0,2009ApJ...703..441D,,18.11,17.5,,1
9153,[DMM2009] J004319.82+414933.1,2044.67,0,2009ApJ...703..441D,,17.16,16.25,,1
9154,[DMM2009] J004320.05+413601.3,1259.49,0,2009ApJ...703..441D,,15.85,15.04,,1
9156,[DMM2009] J004320.53+410129.4,968.7,0,2009ApJ...703..441D,,18.56,17.62,,1
9155,[DMM2009] J004320.53+413931.1,1461.25,0,2009ApJ...703..441D,,15.91,15.22,,1
9157,[DMM2009] J004320.59+410340.0,852.6,0,2009ApJ...703..441D,,18.94,18.03,,1
9158,[DMM2009] J004321.23+414547.8,1827.79,0,2009ApJ...703..441D,,17.46,16.59,,1
9159,[DMM2009] J004321.36+415129.1,2161.8,0,2009ApJ...703..441D,,19.25,18.03,,1
9160,[DMM2009] J004321.72+405833.7,1135.52,0,2009ApJ...703..441D,,18.46,17.45,,1
9161,[DMM2009] J004321.81+411219.6,480.19,0,2009ApJ...703..441D,,17.22,16.2,,1
9162,[DMM2009] J004322.08+405753.6,1174.32,0,2009ApJ...703..441D,,17.03,15.99,,1
9163,[DMM2009] J004322.17+415013.9,2089.92,0,2009ApJ...703..441D,,15.93,15.4,,1
9164,[DMM2009] J004322.45+410321.5,878.72,0,2009ApJ...703..441D,,18.94,18.11,,1
9165,[DMM2009] J004322.52+405744.6,1184.52,0,2009ApJ...703..441D,,17.66,16.97,,1
9166,[DMM2009] J004322.53+405822.9,1148.8,0,2009ApJ...703..441D,,17.01,16.14,,1
9167,[DMM2009] J004322.70+415237.6,2231.94,0,2009ApJ...703..441D,,18.01,17.46,,1
